"id","no_folio","fecha_evento","tipo_de_evento","coordenada_x","coordenada_y"
0,"BJ/200406/03499",2020-04-06,"CHOQUE",-99.142903,19.368116
1,"C5/200406/05748",2020-04-06,"CHOQUE",-99.115521,19.301142
2,"C5/200406/05802",2020-04-06,"CHOQUE",-99.092207,19.476843
3,"IZ/200406/03058",2020-04-06,"DERRAPADO",-98.98467,19.298474
4,"C5/200406/03762",2020-04-06,"DERRAPADO",-99.204754,19.43617
5,"C5/200406/04540",2020-04-06,"DERRAPADO",-99.192495,19.403471
6,"C5/200407/02113",2020-04-07,"ATROPELLADO",-99.11949,19.47042
7,"GA/200407/05427",2020-04-07,"ATROPELLADO",-99.118281,19.466033
8,"C5/200407/01687",2020-04-07,"CHOQUE",-99.13366,19.430129
9,"IZ/200407/03318",2020-04-07,"CHOQUE",-98.965149,19.307989
10,"C5/200407/04728",2020-04-07,"CHOQUE",-99.12511,19.40146
11,"C5/200407/04921",2020-04-07,"CHOQUE",-99.11594,19.45007
12,"C5/200407/00216",2020-04-07,"DERRAPADO",-99.08709,19.437779
13,"C5/200407/00459",2020-04-07,"DERRAPADO",-99.3021,19.359309
14,"C5/200407/01694",2020-04-07,"DERRAPADO",-99.18488,19.295659
15,"BJ/200407/02054",2020-04-07,"DERRAPADO",-99.142779,19.361559
16,"C5/200408/02950",2020-04-08,"ATROPELLADO",-99.009315,19.347028
17,"C5/200408/06511",2020-04-08,"ATROPELLADO",-99.086689,19.191628
18,"C5/200408/05501",2020-04-08,"CHOQUE",-99.155638,19.401693
19,"C5/200408/01362",2020-04-08,"DERRAPADO",-99.15883,19.424605
20,"C5/200408/03206",2020-04-08,"DERRAPADO",-99.136785,19.41372
21,"CH/200408/03536",2020-04-08,"DERRAPADO",-99.160424,19.434724
22,"CH/200408/05419",2020-04-08,"DERRAPADO",-99.134178,19.422969
23,"C5/200408/00493",2020-04-08,"DERRAPADO",-99.056961,19.35103
24,"C5/200408/006837",2020-04-08,"DERRAPADO",-99.110995,19.356459
25,"C5/200409/02101",2020-04-09,"ATROPELLADO",-99.14401,19.436709
26,"C5/200409/02947",2020-04-09,"CAIDA DE CICLISTA",-99.13001,19.43264
27,"CH/200409/01064",2020-04-09,"CHOQUE",-99.13141,19.425749
28,"IZ/200409/01064",2020-04-09,"CHOQUE",-99.016312,19.372236
29,"C5/200409/01815",2020-04-09,"CHOQUE",-99.131279,19.502832
30,"C5/200409/01852",2020-04-09,"CHOQUE",-99.23032,19.29418
31,"C5/200409/03152",2020-04-09,"CHOQUE",-99.181324,19.395646
32,"C5/200409/04342",2020-04-09,"CHOQUE",-99.086917,19.410522
33,"C5/200409/05551",2020-04-09,"CHOQUE",-99.09622,19.357039
34,"C5/200409/06792",2020-04-09,"CHOQUE",-99.184874,19.391174
35,"C5/200409/03734",2020-04-09,"DERRAPADO",-99.17245,19.37934
36,"C5/200409/03805",2020-04-09,"DERRAPADO",-99.09902,19.39815
37,"C5/200409/06250",2020-04-09,"DERRAPADO",-99.12876,19.40363
38,"C5/200409/06411",2020-04-09,"DERRAPADO",-99.178747,19.458899
39,"C5/200410/00035",2020-04-10,"ATROPELLADO",-99.0463,19.2999
40,"C5/200410/05511",2020-04-10,"ATROPELLADO",-99.060277,19.353114
41,"C5/200410/02432",2020-04-10,"CHOQUE",-99.093353,19.356052
42,"C5/200410/03713",2020-04-10,"CHOQUE",-99.22296,19.422764
43,"C5/200410/05054",2020-04-10,"CHOQUE",-99.167101,19.387352
44,"C5/200410/06718",2020-04-10,"CHOQUE",-99.192151,19.442178
45,"C5/200410/01155",2020-04-10,"DERRAPADO",-99.065882,19.254917
46,"C5/200410/05409",2020-04-10,"DERRAPADO",-99.148152,19.267057
47,"C5/200410/05550",2020-04-10,"DERRAPADO",-99.142878,19.46524
48,"IZ/200410/05778",2020-04-10,"DERRAPADO",-99.075721,19.347342
49,"C5/200410/07235",2020-04-10,"DERRAPADO",-99.122592,19.507543
50,"C5/200410/07532",2020-04-10,"DERRAPADO",-99.222201,19.329714
51,"C5/200411/07800",2020-04-11,"ATROPELLADO",-99.226519,19.36134
52,"C5/200411/01517",2020-04-11,"CHOQUE",-99.088388,19.35778
53,"C5/200411/02501",2020-04-11,"CHOQUE",-99.22883,19.319599
54,"C5/200411/02853",2020-04-11,"CHOQUE",-99.09972,19.459379
55,"C5/200411/03860",2020-04-11,"CHOQUE",-99.149119,19.377775
56,"C5/200411/04223",2020-04-11,"CHOQUE",-99.08047,19.41044
57,"C5/200411/04264",2020-04-11,"CHOQUE",-99.171219,19.393769
58,"C5/200411/04467",2020-04-11,"CHOQUE",-99.18515,19.458639
59,"C5/200411/05998",2020-04-11,"CHOQUE",-99.220439,19.321419
60,"C5/200411/06226",2020-04-11,"CHOQUE",-99.17249,19.49108
61,"GA/200411/07158",2020-04-11,"CHOQUE",-99.060115,19.447445
62,"C5/200411/07892",2020-04-11,"CHOQUE",-99.2202,19.36492
63,"C5/200411/09678",2020-04-11,"CHOQUE",-99.093579,19.503189
64,"C5/200411/00015",2020-04-11,"DERRAPADO",-99.172779,19.38402
65,"IZ/200411/00355",2020-04-11,"DERRAPADO",-99.096257,19.361782
66,"C5/200411/05104",2020-04-11,"DERRAPADO",-99.167649,19.292339
67,"C5/200411/06978",2020-04-11,"DERRAPADO",-98.99844,19.359039
68,"C5/200411/01265",2020-04-11,"VOLCADURA",-99.148119,19.3793
69,"C5/200412/01480",2020-04-12,"ATROPELLADO",-99.157393,19.235287
70,"C5/200412/05989",2020-04-12,"ATROPELLADO",-99.14069,19.312659
71,"C5/200412/06298",2020-04-12,"ATROPELLADO",-99.101485,19.331506
72,"C5/200412/06803",2020-04-12,"ATROPELLADO",-99.07565,19.31839
73,"C5/200412/05586",2020-04-12,"CAIDA DE CICLISTA",-99.18042,19.30766
74,"CH/200412/03023",2020-04-12,"CHOQUE",-99.129425,19.437025
75,"C5/200412/03561",2020-04-12,"CHOQUE",-99.001239,19.26639
76,"C5/200412/04349",2020-04-12,"CHOQUE",-99.0928,19.383789
77,"C5/200412/06353",2020-04-12,"CHOQUE",-99.12066,19.479719
78,"AO/200412/02722",2020-04-12,"DERRAPADO",-99.261259,19.37598
79,"C5/200412/02767",2020-04-12,"DERRAPADO",-99.20504,19.366419
80,"C5/200412/04577",2020-04-12,"DERRAPADO",-99.118329,19.43811
81,"2612782",2020-04-13,"ATROPELLADO",-99.230806,19.371697
82,"GA/200413/04474",2020-04-13,"ATROPELLADO",-99.086078,19.474603
83,"C5/200413/06560",2020-04-13,"ATROPELLADO",-99.116165,19.461787
84,"C5/200413/04260",2020-04-13,"CAIDA DE CICLISTA",-99.16806,19.390013
85,"C5/200413/01930",2020-04-13,"CAIDA DE PASAJERO",-99.102328,19.417307
86,"C5/200413/02530",2020-04-13,"CHOQUE",-99.060022,19.316342
87,"C5/200413/03047",2020-04-13,"CHOQUE",-99.17138,19.34358
88,"C5/200413/04790",2020-04-13,"CHOQUE",-99.227189,19.28033
89,"C5/200413/05580",2020-04-13,"DERRAPADO",-99.092019,19.466829
90,"C5/200413/06793",2020-04-13,"DERRAPADO",-99.12493,19.46834
91,"C5/200414/06816",2020-04-14,"CAIDA DE CICLISTA",-99.167212,19.39757
92,"C5/200414/03384",2020-04-14,"CHOQUE",-99.139815,19.305558
93,"C5/200414/04544",2020-04-14,"CHOQUE",-99.138257,19.323458
94,"2615752",2020-04-14,"CHOQUE",-99.222523,19.396241
95,"C5/200414/03129",2020-04-14,"DERRAPADO",-99.164921,19.370662
96,"C5/200414/04787",2020-04-14,"DERRAPADO",-99.188946,19.456765
97,"C5/200415/03761",2020-04-15,"ATROPELLADO",-99.10823,19.448399
98,"C5/200415/01246",2020-04-15,"CHOQUE",-99.08552,19.36796
99,"C5/200415/01865",2020-04-15,"CHOQUE",-99.14068,19.37715
100,"C5/200415/01943",2020-04-15,"CHOQUE",-99.186869,19.444169
101,"C5/200415/02425",2020-04-15,"CHOQUE",-99.21033,19.33152
102,"C5/200415/03076",2020-04-15,"CHOQUE",-99.110589,19.38131
103,"C5/200415/03589",2020-04-15,"CHOQUE",-99.18554,19.39479
104,"C5/200415/03965",2020-04-15,"CHOQUE",-99.06824,19.37564
105,"C5/200415/05736",2020-04-15,"CHOQUE",-99.00698,19.36527
106,"C5/200415/06426",2020-04-15,"CHOQUE",-99.23676,19.317549
107,"C5/200415/06480",2020-04-15,"CHOQUE",-99.134539,19.416989
108,"C5/200415/00173",2020-04-15,"DERRAPADO",-99.114789,19.435419
109,"IZ/200415/01671",2020-04-15,"DERRAPADO",-99.06346,19.29849
110,"C5/200415/05320",2020-04-15,"DERRAPADO",-99.07643,19.4981
111,"C5/200415/05424",2020-04-15,"DERRAPADO",-99.118119,19.46583
112,"C5/200415/00272",2020-04-15,"VOLCADURA",-99.041578,19.204342
113,"C5/200416/04146",2020-04-16,"CAIDA DE CICLISTA",-99.071355,19.248873
114,"C5/200416/00073",2020-04-16,"CHOQUE",-99.206026,19.272273
115,"C5/200416/00611",2020-04-16,"CHOQUE",-99.125477,19.485444
116,"C5/200416/01606",2020-04-16,"CHOQUE",-99.22091,19.321051
117,"C5/200416/03809",2020-04-16,"CHOQUE",-99.08996,19.358598
118,"C5/200416/03946",2020-04-16,"CHOQUE",-99.066137,19.417147
119,"C5/200416/05157",2020-04-16,"CHOQUE",-99.127638,19.40897
120,"C5/200416/07446",2020-04-16,"CHOQUE",-99.103476,19.26702
121,"GA/200416/00723",2020-04-16,"DERRAPADO",-99.140786,19.52137
122,"C5/200416/02664",2020-04-16,"DERRAPADO",-99.08647,19.436052
123,"C5/200417/01393",2020-04-17,"ATROPELLADO",-99.18389,19.35888
124,"C5/200417/05927",2020-04-17,"ATROPELLADO",-99.076799,19.388909
125,"C5/200417/06844",2020-04-17,"CAIDA DE CICLISTA",-99.009325,19.199382
126,"C5/200417/02708",2020-04-17,"CHOQUE",-99.084129,19.190739
127,"C5/200417/05350",2020-04-17,"CHOQUE",-99.083865,19.381356
128,"C5/200417/07815",2020-04-17,"CHOQUE",-99.131273,19.503067
129,"C5/200417/07573",2020-04-17,"DERRAPADO",-99.086919,19.503824
130,"AO/200417/07826",2020-04-17,"DERRAPADO",-99.215037,19.477774
131,"GA/200417/01488",2020-04-17,"VOLCADURA",-99.093192,19.417619
132,"C5/200418/04251",2020-04-18,"CAIDA DE CICLISTA",-99.116529,19.24082
133,"IZ/200418/02352",2020-04-18,"CHOQUE",-99.02098,19.37701
134,"C5/200418/03020",2020-04-18,"CHOQUE",-99.102324,19.294501
135,"C5/200418/06178",2020-04-18,"CHOQUE",-99.111496,19.315736
136,"C5/200418/06285",2020-04-18,"DERRAPADO",-99.125864,19.404554
137,"C5/200419/00081",2020-04-19,"ATROPELLADO",-99.12546,19.450209
138,"C5/200419/02049",2020-04-19,"ATROPELLADO",-99.25732,19.316649
139,"C5/200419/04256",2020-04-19,"ATROPELLADO",-99.058874,19.395692
140,"IZ/200419/07566",2020-04-19,"ATROPELLADO",-99.002819,19.37381
141,"C5/200419/07363",2020-04-19,"CAIDA DE CICLISTA",-99.130399,19.46671
142,"IZ/200419/00292",2020-04-19,"CHOQUE",-99.023299,19.364859
143,"C5/200419/00321",2020-04-19,"CHOQUE",-99.215039,19.28122
144,"C5/200419/02778",2020-04-19,"CHOQUE",-99.26304,19.32467
145,"C5/200419/03833",2020-04-19,"CHOQUE",-99.12996,19.41765
146,"C5/200419/04002",2020-04-19,"CHOQUE",-99.057399,19.363169
147,"C5/200419/05330",2020-04-19,"CHOQUE",-99.086559,19.35663
148,"C5/200419/05994",2020-04-19,"CHOQUE",-99.17092,19.26671
149,"IZ/200419/06175",2020-04-19,"CHOQUE",-99.049432,19.342262
150,"IZ/200419/00667",2020-04-19,"DERRAPADO",-99.107294,19.330645
151,"C5/200419/02919",2020-04-19,"DERRAPADO",-99.147549,19.27076
152,"C5/200419/04989",2020-04-19,"DERRAPADO",-99.20946,19.331727
153,"BJ/200419/07580",2020-04-19,"DERRAPADO",-99.16184,19.36428
154,"C5/200420/05310",2020-04-20,"ATROPELLADO",-98.995642,19.273289
155,"C5/200420/06483",2020-04-20,"CAIDA DE CICLISTA",-99.119037,19.462424
156,"C5/200420/02451",2020-04-20,"CHOQUE",-99.122292,19.405161
157,"C5/200420/03369",2020-04-20,"CHOQUE",-99.200647,19.405186
158,"C5/200420/03564",2020-04-20,"CHOQUE",-99.129208,19.457383
159,"C5/200420/05710",2020-04-20,"CHOQUE",-99.132904,19.411941
160,"C5/200420/07595",2020-04-20,"CHOQUE",-99.102665,19.432076
161,"C5/200420/02038",2020-04-20,"DERRAPADO",-99.058537,19.464257
162,"C5/200420/04602",2020-04-20,"DERRAPADO",-99.122425,19.471669
163,"C5/200420/07105",2020-04-20,"DERRAPADO",-99.184707,19.407869
164,"C5/200421/03879",2020-04-21,"ATROPELLADO",-99.22123,19.31102
165,"AO/200421/01077",2020-04-21,"CHOQUE",-99.272284,19.329178
166,"C5/200421/01417",2020-04-21,"CHOQUE",-99.141329,19.45121
167,"C5/200421/01558",2020-04-21,"CHOQUE",-99.07458,19.49506
168,"AO/200421/02212",2020-04-21,"CHOQUE",-99.184094,19.451699
169,"C5/200421/03534",2020-04-21,"CHOQUE",-99.055919,19.30318
170,"C5/200421/03741",2020-04-21,"CHOQUE",-99.09837,19.443809
171,"C5/200421/03869",2020-04-21,"CHOQUE",-99.186149,19.389089
172,"C5/200421/07322",2020-04-21,"DERRAPADO",-99.154497,19.387071
173,"C5/200422/04683",2020-04-22,"ATROPELLADO",-99.147679,19.300699
174,"C5/200422/04928",2020-04-22,"ATROPELLADO",-99.0978,19.416799
175,"C5/200422/05542",2020-04-22,"ATROPELLADO",-99.079719,19.35114
176,"C5/200422/05807",2020-04-22,"ATROPELLADO",-99.11188,19.41983
177,"C5/200422/07420",2020-04-22,"ATROPELLADO",-99.1846,19.477629
178,"C5/200422/04359",2020-04-22,"CAIDA DE PASAJERO",-99.126619,19.398089
179,"C5/200422/01628",2020-04-22,"CHOQUE",-99.22097,19.320969
180,"C5/200422/03688",2020-04-22,"CHOQUE",-99.131019,19.34781
181,"C5/200422/03795",2020-04-22,"CHOQUE",-99.098629,19.492219
182,"C5/200422/04291",2020-04-22,"CHOQUE",-99.1185,19.332849
183,"C5/200422/04566",2020-04-22,"CHOQUE",-99.09523,19.511119
184,"C5/200422/02334",2020-04-22,"DERRAPADO",-99.15027,19.48523
185,"C5/200423/05561",2020-04-23,"ATROPELLADO",-99.11398,19.451099
186,"C5/200423/02360",2020-04-23,"CAIDA DE CICLISTA",-99.13096,19.469819
187,"C5/200423/03299",2020-04-23,"CAIDA DE CICLISTA",-99.06971,19.30984
188,"C5/200423/03730",2020-04-23,"CHOQUE",-99.284,19.363089
189,"IZ/200423/06056",2020-04-23,"CHOQUE",-99.076914,19.380469
190,"C5/200423/06946",2020-04-23,"CHOQUE",-98.998279,19.29427
191,"C5/200423/01308",2020-04-23,"DERRAPADO",-99.227391,19.395819
192,"AO/200424/01727",2020-04-24,"ATROPELLADO",-99.204089,19.427534
193,"C5/200424/01956",2020-04-24,"ATROPELLADO",-99.114803,19.435381
194,"IZ/200424/04516",2020-04-24,"ATROPELLADO",-99.063441,19.305552
195,"IZ/200424/01506",2020-04-24,"CHOQUE",-99.117744,19.26651
196,"C5/200424/03071",2020-04-24,"CHOQUE",-99.075601,19.37533
197,"C5/200424/03640",2020-04-24,"CHOQUE",-99.134965,19.393448
198,"C5/200424/05028",2020-04-24,"CHOQUE",-99.175004,19.407935
199,"C5/200424/05071",2020-04-24,"CHOQUE",-99.190531,19.348778
200,"C5/200424/05165",2020-04-24,"CHOQUE",-99.143146,19.380786
201,"C5/200424/05177",2020-04-24,"CHOQUE",-99.155761,19.343531
202,"GA/200424/06525",2020-04-24,"DERRAPADO",-99.080515,19.467209
203,"CH/200424/02237",2020-04-24,"VOLCADURA",-99.172059,19.432186
204,"C5/200424/02286",2020-04-24,"VOLCADURA",-99.18884,19.3997
205,"AO/200425/05073",2020-04-25,"ATROPELLADO",-99.301206,19.35606
206,"C5/200425/03695",2020-04-25,"CHOQUE",-99.040449,19.36134
207,"C5/200425/04165",2020-04-25,"CHOQUE",-99.005439,19.269019
208,"IZ/200425/05042",2020-04-25,"CHOQUE",-99.040553,19.343318
209,"C5/200425/05053",2020-04-25,"CHOQUE",-99.142539,19.492599
210,"IZ/200425/06049",2020-04-25,"CHOQUE",-99.055919,19.30318
211,"IZ/200425/01000",2020-04-25,"DERRAPADO",-99.006566,19.271885
212,"C5/200425/01750",2020-04-25,"DERRAPADO",-99.06909,19.326979
213,"C5/200425/06144",2020-04-25,"DERRAPADO",-99.120939,19.3696
214,"C5/200425/06158",2020-04-25,"DERRAPADO",-99.133457,19.42387
215,"C5/200426/00601",2020-04-26,"CHOQUE",-99.124809,19.451989
216,"C5/200426/03243",2020-04-26,"CHOQUE",-99.12422,19.47995
217,"C5/200426/04005",2020-04-26,"CHOQUE",-99.148119,19.3793
218,"C5/200426/05842",2020-04-26,"CHOQUE",-99.141808,19.465998
219,"BJ/200426/06766",2020-04-26,"CHOQUE",-99.14332,19.356727
220,"C5/200426/07453",2020-04-26,"CHOQUE",-99.10215,19.32577
221,"C5/200426/05406",2020-04-26,"DERRAPADO",-99.18653,19.4016
222,"CH/200427/02519",2020-04-27,"ATROPELLADO",-99.162585,19.433783
223,"C5/200427/06086",2020-04-27,"ATROPELLADO",-99.223931,19.310838
224,"INTERNET",2020-04-27,"ATROPELLADO",-98.981825,19.345998
225,"C5/200427/02060",2020-04-27,"CHOQUE",-99.133049,19.425989
226,"C5/200427/02430",2020-04-27,"CHOQUE",-99.134539,19.41523
227,"C5/200427/02745",2020-04-27,"CHOQUE",-99.099345,19.493235
228,"C5/200427/04497",2020-04-27,"CHOQUE",-99.115539,19.26608
229,"C5/200427/05783",2020-04-27,"CHOQUE",-99.13088,19.394479
230,"AO/200427/01490",2020-04-27,"DERRAPADO",-99.223499,19.399334
231,"C5/200427/02126",2020-04-27,"DERRAPADO",-99.129904,19.454001
232,"C5/200427/02634",2020-04-27,"DERRAPADO",-99.106581,19.482579
233,"C5/200427/03098",2020-04-27,"DERRAPADO",-99.059595,19.251486
234,"C5/200427/06172",2020-04-27,"DERRAPADO",-99.128961,19.447867
235,"C5/200428/05115",2020-04-28,"ATROPELLADO",-99.086535,19.356601
236,"C5/200428/02292",2020-04-28,"CHOQUE",-99.009826,19.259955
237,"IZ/200428/03451",2020-04-28,"CHOQUE",-99.009446,19.354664
238,"C5/200428/03515",2020-04-28,"CHOQUE",-99.159525,19.370738
239,"C5/200428/03550",2020-04-28,"CHOQUE",-99.145747,19.384651
240,"IZ/200428/03740",2020-04-28,"CHOQUE",-99.109164,19.357793
241,"C5/200428/04180",2020-04-28,"CHOQUE",-99.135363,19.448386
242,"C5/200428/06216",2020-04-28,"CHOQUE",-99.177861,19.420599
243,"C5/200428/05994",2020-04-28,"DERRAPADO",-99.13075,19.453101
244,"C5/200428/01410",2020-04-28,"VOLCADURA",-99.212078,19.397696
245,"C5/200429/01608",2020-04-29,"ATROPELLADO",-99.142283,19.425986
246,"C5/200429/00740",2020-04-29,"CHOQUE",-99.08078,19.40714
247,"C5/200429/01716",2020-04-29,"CHOQUE",-99.21434,19.47517
248,"C5/200429/02038",2020-04-29,"CHOQUE",-99.089809,19.393599
249,"AO/200429/02118",2020-04-29,"CHOQUE",-99.17205,19.499141
250,"C5/200429/02745",2020-04-29,"CHOQUE",-99.16515,19.33558
251,"C5/200429/03005",2020-04-29,"CHOQUE",-99.046538,19.334903
252,"C5/200429/03432",2020-04-29,"CHOQUE",-99.14244,19.33711
253,"CH/200429/03839",2020-04-29,"CHOQUE",-99.126705,19.451747
254,"C5/200429/05379",2020-04-29,"DERRAPADO",-99.15778,19.31028
255,"C5/200430/03442",2020-04-30,"ATROPELLADO",-99.212428,19.43873
256,"C5/200430/05261",2020-04-30,"ATROPELLADO",-99.218208,19.348939
257,"C5/200430/02228",2020-04-30,"CAIDA DE CICLISTA",-99.157579,19.5215
258,"C5/200430/02543",2020-04-30,"CHOQUE",-99.108107,19.370064
259,"C5/200430/03216",2020-04-30,"CHOQUE",-99.128949,19.403289
260,"C5/200430/04115",2020-04-30,"CHOQUE",-99.178998,19.402712
261,"C5/200430/04252",2020-04-30,"CHOQUE",-99.16791,19.39526
262,"GA/200430/05056",2020-04-30,"CHOQUE",-99.066317,19.446991
263,"BJ/200430/05803",2020-04-30,"CHOQUE",-99.136913,19.392004
264,"C5/200430/04092",2020-04-30,"DERRAPADO",-99.129376,19.466376
265,"GA/200430/05915",2020-04-30,"DERRAPADO",-99.096924,19.392189
266,"C5/200430/06184",2020-04-30,"DERRAPADO",-99.15981,19.43081
267,"C5/200430/06431",2020-04-30,"DERRAPADO",-99.1724,19.398729
268,"C5/200501/00347",2020-05-01,"ATROPELLADO",-99.09698,19.40887
269,"CH/200501/00075",2020-05-01,"CHOQUE",-99.161137,19.4063
270,"C5/200501/00154",2020-05-01,"CHOQUE",-99.07206,19.40002
271,"C5/200501/00252",2020-05-01,"CHOQUE",-99.15794,19.47356
272,"C5/200501/01227",2020-05-01,"CHOQUE",-99.11342,19.42696
273,"C5/200501/01935",2020-05-01,"CHOQUE",-99.10279,19.4668
274,"C5/200501/03625",2020-05-01,"CHOQUE",-99.11687,19.26845
275,"C5/200501/04408",2020-05-01,"CHOQUE",-99.19526,19.44328
276,"C5/200501/06904",2020-05-01,"CHOQUE",-99.18729,19.37276
277,"C5/200501/05431",2020-05-01,"DERRAPADO",-99.11154,19.26526
278,"IZ/200502/02065",2020-05-02,"CHOQUE",-98.994122,19.187417
279,"C5/200502/03244",2020-05-02,"CHOQUE",-99.21658,19.29247
280,"C5/200502/04270",2020-05-02,"CHOQUE",-99.21379,19.42582
281,"C5/200502/02307",2020-05-02,"DERRAPADO",-99.07068,19.37774
282,"C5/200502/06241",2020-05-02,"VOLCADURA",-99.082397,19.4485
283,"C5/200503/06089",2020-05-03,"ATROPELLADO",-99.0434,19.39403
284,"C5/200503/07831",2020-05-03,"ATROPELLADO",-99.05097,19.36368
285,"GA/200503/01482",2020-05-03,"CAIDA DE CICLISTA",-99.131467,19.47676
286,"C5/200503/03044",2020-05-03,"CHOQUE",-99.07791,19.25745
287,"C5/200503/04698",2020-05-03,"CHOQUE",-99.18005,19.37013
288,"C5/200503/07512",2020-05-03,"CHOQUE",-99.18464,19.47786
289,"C5/200503/04424",2020-05-03,"DERRAPADO",-99.22698,19.31261
290,"C5/200503/05177",2020-05-03,"DERRAPADO",-99.15604,19.36768
291,"CH/200504/03969",2020-05-04,"ATROPELLADO",-99.129799,19.452117
292,"C5/200504/04301",2020-05-04,"ATROPELLADO",-99.13143,19.28761
293,"C5/200504/05964",2020-05-04,"ATROPELLADO",-99.18592,19.49395
294,"C5/200504/02170",2020-05-04,"CHOQUE",-99.162842,19.45964
295,"C5/200504/02835",2020-05-04,"ATROPELLADO",-99.19032,19.43992
296,"C5/200504/04768",2020-05-04,"CHOQUE",-99.1213,19.50255
297,"C5/200504/05453",2020-05-04,"CHOQUE",-99.15507,19.36476
298,"C5/200504/00833",2020-05-04,"DERRAPADO",-99.2304,19.23294
299,"C5/200504/03118",2020-05-04,"DERRAPADO",-99.13076,19.45315
300,"C5/200504/06468",2020-05-04,"DERRAPADO",-99.03074,19.3819
301,"C5/200505/03481",2020-05-05,"CHOQUE",-99.173987,19.433397
302,"C5/200505/00965",2020-05-05,"CHOQUE",-99.0978,19.367625
303,"C5/200505/03566",2020-05-05,"CHOQUE",-99.13173,19.39457
304,"C5/200505/05474",2020-05-05,"CHOQUE",-99.17587,19.471
305,"C5/200505/01678",2020-05-05,"DERRAPADO",-99.2391,19.39243
306,"C5/200505/01850",2020-05-05,"DERRAPADO",-99.23013,19.34843
307,"C5/200505/02581",2020-05-05,"DERRAPADO",-99.15433,19.37355
308,"C5/200505/03436",2020-05-05,"DERRAPADO",-99.20889,19.30041
309,"C5/200506/03896",2020-05-06,"ATROPELLADO",-99.141685,19.335407
310,"C5/200506/02217",2020-05-06,"CHOQUE",-99.1916,19.37614
311,"IZ/200506/02964",2020-05-06,"CHOQUE",-99.0431,19.29971
312,"C5/200506/03523",2020-05-06,"CHOQUE",-99.15695,19.29682
313,"C5/200506/05437",2020-05-06,"CHOQUE",-99.14237,19.3888
314,"C5/200506/01806",2020-05-06,"DERRAPADO",-99.1235,19.28019
315,"C5/200507/03849",2020-05-07,"ATROPELLADO",-99.11138,19.48368
316,"C5/200507/01054",2020-05-07,"CHOQUE",-99.11895,19.47999
317,"BJ/200507/01623",2020-05-07,"CHOQUE",-99.133462,19.398776
318,"IZ/200507/03415",2020-05-07,"CHOQUE",-98.99803,19.244429
319,"IZ/200507/03809",2020-05-07,"CHOQUE",-99.079531,19.350765
320,"C5/200507/04223",2020-05-07,"CHOQUE",-99.11379,19.37953
321,"C5/200507/04666",2020-05-07,"CHOQUE",-99.1748,19.43643
322,"C5/200507/05770",2020-05-07,"CHOQUE",-99.10154,19.38026
323,"C5/200507/06162",2020-05-07,"CHOQUE",-99.16255,19.44267
324,"C5/200507/01925",2020-05-07,"DERRAPADO",-99.13378,19.40345
325,"C5/200507/03106",2020-05-07,"DERRAPADO",-99.10515,19.25537
326,"C5/200508/01448",2020-05-08,"ATROPELLADO",-99.20868,19.48515
327,"IZ/200508/06422",2020-05-08,"ATROPELLADO",-99.06204,19.336776
328,"C5/200508/01001",2020-05-08,"CHOQUE",-99.26542,19.37198
329,"C5/200508/02652",2020-05-08,"CHOQUE",-99.17385,19.34589
330,"C5/200508/03702",2020-05-08,"CHOQUE",-99.11491,19.29227
331,"C5/200508/05025",2020-05-08,"CHOQUE",-99.02948,19.29749
332,"C5/200508/05267",2020-05-08,"CHOQUE",-99.22333,19.37763
333,"C5/200508/01103",2020-05-08,"DERRAPADO",-99.12151,19.40257
334,"C5/200508/06309",2020-05-08,"DERRAPADO",-99.15849,19.44105
335,"C5/200508/06662",2020-05-08,"DERRAPADO",-99.17615,19.46841
336,"C5/200509/00181",2020-05-09,"ATROPELLADO",-99.155055,19.506996
337,"C5/200509/04270",2020-05-09,"ATROPELLADO",-99.12981,19.42624
338,"C5/200509/00212",2020-05-09,"CHOQUE",-99.14375,19.35715
339,"CH/200509/03207",2020-05-09,"CHOQUE",-99.157348,19.438404
340,"C5/200509/03478",2020-05-09,"CHOQUE",-99.20459,19.309
341,"C5/200509/04539",2020-05-09,"CHOQUE",-99.13924,19.4101
342,"C5/200509/05191",2020-05-09,"CHOQUE",-99.12884,19.42616
343,"C5/200509/05796",2020-05-09,"CHOQUE",-99.21221,19.4355
344,"C5/200509/06373",2020-05-09,"CHOQUE",-99.15066,19.43726
345,"CH/200509/04201",2020-05-09,"DERRAPADO",-99.13322,19.43988
346,"C5/200509/04604",2020-05-09,"DERRAPADO",-99.19066,19.34859
347,"C5/200509/05817",2020-05-09,"DERRAPADO",-99.09073,19.44921
348,"C5/200510/02246",2020-05-10,"CHOQUE",-99.074653,19.335527
349,"C5/200510/02330",2020-05-10,"CHOQUE",-99.14365,19.45175
350,"C5/200510/04532",2020-05-10,"CHOQUE",-99.128708,19.403148
351,"AO/200510/05935",2020-05-10,"DERRAPADO",-99.23871,19.31812
352,"C5/200510/00720",2020-05-10,"VOLCADURA",-99.13992,19.44406
353,"C5/200510/07599",2020-05-10,"VOLCADURA",-99.21598,19.3826
354,"C5/200511/03505",2020-05-11,"ATROPELLADO",-99.08723,19.41417
355,"C5/200511/02221",2020-05-11,"CHOQUE",-99.08836,19.24754
356,"C5/200511/02980",2020-05-11,"CHOQUE",-99.16872,19.49078
357,"C5/200511/03588",2020-05-11,"CHOQUE",-99.26156,19.37569
