"id","no_folio","fecha_evento","tipo_de_evento","coordenada_x","coordenada_y"
49384,"2360737",2020-01-06,"DERRAPADO",-99.168905,19.409667
49385,"2361140",2020-01-06,"DERRAPADO",-99.13749,19.464965
49386,"2363878",2020-01-07,"ATROPELLADO",-99.110496,19.394321
49387,"2364165",2020-01-07,"ATROPELLADO",-99.190013,19.429041
49388,"2364279",2020-01-07,"ATROPELLADO",-99.183162,19.503838
49389,"2364258",2020-01-07,"ATROPELLADO",-99.150391,19.419461
49390,"2363621",2020-01-07,"CHOQUE",-99.08995,19.356475
49391,"2363892",2020-01-07,"CHOQUE",-99.156502,19.438171
49392,"2364630",2020-01-07,"CHOQUE",-99.217155,19.352558
49393,"2364666",2020-01-07,"CHOQUE",-99.140533,19.473356
49394,"2364695",2020-01-07,"CHOQUE",-99.162459,19.459587
49395,"2363478",2020-01-07,"DERRAPADO",-99.151161,19.425579
49396,"2363601",2020-01-07,"DERRAPADO",-99.164688,19.47585
49397,"2363882",2020-01-07,"DERRAPADO",-99.078757,19.37418
49398,"2365087",2020-01-08,"ATROPELLADO",-99.229354,19.32274
49399,"2365687",2020-01-08,"ATROPELLADO",-99.22229,19.289158
49400,"2366124",2020-01-08,"ATROPELLADO",-99.005667,19.288613
49401,"2364823",2020-01-08,"CHOQUE",-99.137584,19.424232
49402,"2364832",2020-01-08,"CHOQUE",-99.243459,19.386979
49403,"2365011",2020-01-08,"CHOQUE",-99.262896,19.368318
49404,"2365052",2020-01-08,"CHOQUE",-99.187788,19.317828
49405,"2365054",2020-01-08,"DERRAPADO",-99.22467,19.420625
49406,"2365133",2020-01-08,"DERRAPADO",-99.141581,19.36862
49407,"2365185",2020-01-08,"DERRAPADO",-99.215864,19.442287
49408,"2365260",2020-01-08,"DERRAPADO",-99.002598,19.35753
49409,"2365321",2020-01-08,"DERRAPADO",-99.103115,19.436261
49410,"2366320",2020-01-08,"DERRAPADO",-99.059259,19.363278
49411,"2367152",2020-01-09,"ATROPELLADO",-99.215841,19.387494
49412,"2367521",2020-01-09,"ATROPELLADO",-99.151441,19.298344
49413,"2367670",2020-01-09,"ATROPELLADO",-99.052329,19.301527
49414,"2366581",2020-01-09,"CHOQUE",-99.115617,19.353408
49415,"2366584",2020-01-09,"CHOQUE",-99.010456,19.28291
49416,"2366598",2020-01-09,"CHOQUE",-99.223823,19.407253
49417,"2366632",2020-01-09,"CHOQUE",-99.170176,19.345459
49418,"2366675",2020-01-09,"CHOQUE",-99.164814,19.277661
49419,"2366693",2020-01-09,"CHOQUE",-99.225005,19.395725
49420,"2366709",2020-01-09,"CHOQUE",-99.026572,19.304237
49421,"2366748",2020-01-09,"CHOQUE",-99.06026,19.316043
49422,"2366853",2020-01-09,"CHOQUE",-99.150679,19.474373
49423,"2367308",2020-01-09,"CHOQUE",-99.123553,19.451739
49424,"2367407",2020-01-09,"CHOQUE",-99.094642,19.487172
49425,"2367565",2020-01-09,"CHOQUE",-99.08133,19.406892
49426,"2367908",2020-01-09,"CHOQUE",-99.046308,19.299879
49427,"2366619",2020-01-09,"DERRAPADO",-99.102718,19.294829
49428,"2366697",2020-01-09,"DERRAPADO",-99.110577,19.319313
49429,"2366857",2020-01-09,"DERRAPADO",-99.134538,19.36313
49430,"2367772",2020-01-09,"DERRAPADO",-99.213115,19.330498
49431,"2368955",2020-01-10,"ATROPELLADO",-99.198917,19.496995
49432,"2369064",2020-01-10,"ATROPELLADO",-99.099999,19.509902
49433,"2364044",2020-01-10,"ATROPELLADO",-99.081471,19.486713
49434,"2369217",2020-01-10,"ATROPELLADO",-99.094074,19.424261
49435,"2369484",2020-01-10,"ATROPELLADO",-99.124515,19.432816
49436,"2368406",2020-01-10,"CHOQUE",-99.167279,19.404067
49437,"2368618",2020-01-10,"CHOQUE",-99.079091,19.475781
49438,"2368735",2020-01-10,"CHOQUE",-99.099598,19.353039
49439,"2368886",2020-01-10,"CHOQUE",-99.204897,19.427211
49440,"2369203",2020-01-10,"CHOQUE",-99.177226,19.43221
49441,"2369228",2020-01-10,"CHOQUE",-99.129253,19.385995
49442,"2369378",2020-01-10,"CHOQUE",-99.143415,19.424757
49443,"2369463",2020-01-10,"CHOQUE",-99.120288,19.265355
49444,"2369589",2020-01-10,"DERRAPADO",-99.114187,19.43798
49445,"2370037",2020-01-11,"ATROPELLADO",-99.096356,19.419446
49446,"2370348",2020-01-11,"ATROPELLADO",-99.166211,19.384715
49447,"2370624",2020-01-11,"ATROPELLADO",-99.17275,19.410294
49448,"2370825",2020-01-11,"ATROPELLADO",-99.139567,19.407516
49449,"2371385",2020-01-11,"ATROPELLADO",-99.099327,19.389697
49450,"2370052",2020-01-11,"CAIDA DE PASAJERO",-99.219174,19.310693
49451,"2369897",2020-01-11,"CHOQUE",-99.112965,19.261666
49452,"2369901",2020-01-11,"CHOQUE",-99.215157,19.446738
49453,"2369918",2020-01-11,"CHOQUE",-99.032507,19.296878
49454,"2370058",2020-01-11,"CHOQUE",-99.115072,19.363412
49455,"2370153",2020-01-11,"CHOQUE",-99.099285,19.421133
49456,"2370200",2020-01-11,"CHOQUE",-99.160773,19.384815
49457,"2370257",2020-01-11,"CHOQUE",-99.031159,19.350293
49458,"2370365",2020-01-11,"CHOQUE",-99.203625,19.339646
49459,"2370411",2020-01-11,"CHOQUE",-99.141246,19.487574
49460,"2370433",2020-01-11,"CHOQUE",-99.149653,19.395404
49461,"2370797",2020-01-11,"CHOQUE",-99.16137,19.398785
49462,"2370837",2020-01-11,"CHOQUE",-99.211369,19.434646
49463,"2369714",2020-01-11,"DERRAPADO",-99.104334,19.223449
49464,"2371347",2020-01-11,"DERRAPADO",-99.11943,19.441173
49465,"2371386",2020-01-11,"DERRAPADO",-99.073079,19.489889
49466,"2371560",2020-01-12,"ATROPELLADO",-99.251194,19.296519
49467,"2371998",2020-01-12,"ATROPELLADO",-99.114211,19.437968
49468,"2372098",2020-01-12,"ATROPELLADO",-99.202307,19.404496
49469,"2371749",2020-01-12,"CAIDA DE CICLISTA",-99.155455,19.325443
49470,"2371536",2020-01-12,"CHOQUE",-99.127392,19.418691
49471,"2371692",2020-01-12,"CHOQUE",-99.127482,19.283995
49472,"2372062",2020-01-12,"CHOQUE",-99.026834,19.379638
49473,"2372389",2020-01-12,"CHOQUE",-99.19076,19.505331
49474,"2372672",2020-01-12,"CHOQUE",-99.1328,19.340197
49475,"2372752",2020-01-12,"CHOQUE",-99.151498,19.469573
49476,"2372139",2020-01-12,"DERRAPADO",-99.076218,19.343488
49477,"2372337",2020-01-12,"DERRAPADO",-99.131876,19.470035
49478,"2373011",2020-01-12,"DERRAPADO",-99.074063,19.307408
49479,"2373075",2020-01-12,"DERRAPADO",-99.239158,19.26562
49480,"2373554",2020-01-13,"ATROPELLADO",-99.105612,19.355843
49481,"2373106",2020-01-13,"ATROPELLADO",-99.135233,19.44364
49482,"2373341",2020-01-13,"ATROPELLADO",-99.153746,19.425756
49483,"2373359",2020-01-13,"ATROPELLADO",-99.210695,19.47858
49484,"2372564",2020-01-13,"ATROPELLADO",-99.121266,19.438462
49485,"2373774",2020-01-13,"ATROPELLADO",-99.179062,19.444086
49486,"2373930",2020-01-13,"ATROPELLADO",-99.120078,19.462681
49487,"2374051",2020-01-13,"ATROPELLADO",-99.185592,19.393619
49488,"2374206",2020-01-13,"ATROPELLADO",-99.213326,19.38106
49489,"2373424",2020-01-13,"CHOQUE",-99.211251,19.385662
49490,"2373586",2020-01-13,"CHOQUE",-99.184836,19.496753
49491,"2373662",2020-01-13,"CHOQUE",-99.128705,19.405703
49492,"2373685",2020-01-13,"CHOQUE",-99.162814,19.427134
49493,"2373889",2020-01-13,"CHOQUE",-99.180034,19.434586
49494,"2374086",2020-01-13,"CHOQUE",-99.151963,19.325254
49495,"2374111",2020-01-13,"CHOQUE",-99.179687,19.293569
49496,"2374288",2020-01-13,"CHOQUE",-99.152434,19.395588
49497,"2374424",2020-01-13,"CHOQUE",-99.042531,19.377733
49498,"2373308",2020-01-13,"DERRAPADO",-99.168122,19.383234
49499,"2373791",2020-01-13,"DERRAPADO",-99.238432,19.402615
49500,"2375133",2020-01-14,"ATROPELLADO",-99.245723,19.318984
49501,"2374832",2020-01-14,"CHOQUE",-99.144763,19.446718
49502,"2374899",2020-01-14,"CHOQUE",-99.134071,19.384579
49503,"2375088",2020-01-14,"CHOQUE",-99.190268,19.347029
49504,"2373445",2020-01-14,"CHOQUE",-99.134585,19.296536
49505,"2375480",2020-01-14,"CHOQUE",-99.154029,19.324307
49506,"2375522",2020-01-14,"CHOQUE",-99.072057,19.400014
49507,"2376059",2020-01-14,"CHOQUE",-99.146921,19.413429
49508,"2376087",2020-01-14,"CHOQUE",-99.243073,19.306263
49509,"2375818",2020-01-14,"DERRAPADO",-99.168244,19.32167
49510,"2375904",2020-01-14,"DERRAPADO",-99.162241,19.381942
49511,"2376038",2020-01-14,"DERRAPADO",-99.146533,19.437285
49512,"2376385",2020-01-15,"ATROPELLADO",-99.155817,19.439795
49513,"2376629",2020-01-15,"ATROPELLADO",-99.12358,19.424359
49514,"2377097",2020-01-15,"ATROPELLADO",-99.165641,19.460054
49515,"2377194",2020-01-15,"ATROPELLADO",-99.159549,19.374139
49516,"2377528",2020-01-15,"ATROPELLADO",-99.163758,19.472347
49517,"2376292",2020-01-15,"CHOQUE",-99.146054,19.395255
49518,"2376414",2020-01-15,"CHOQUE",-99.060319,19.398721
49519,"2376434",2020-01-15,"CHOQUE",-99.185588,19.428504
49520,"2376436",2020-01-15,"CHOQUE",-99.106937,19.315262
49521,"2376663",2020-01-15,"CHOQUE",-99.229226,19.310136
49522,"2376881",2020-01-15,"CHOQUE",-99.133805,19.429253
49523,"2377835",2020-01-15,"CHOQUE",-99.162546,19.301546
49524,"2376441",2020-01-15,"DERRAPADO",-99.134289,19.340831
49525,"2376867",2020-01-15,"DERRAPADO",-99.050888,19.312437
49526,"3377280",2020-01-15,"DERRAPADO",-99.111986,19.474993
49527,"2377299",2020-01-15,"DERRAPADO",-99.195013,19.399245
49528,"2378052",2020-01-16,"ATROPELLADO",-99.191989,19.30239
49529,"2378172",2020-01-16,"ATROPELLADO",-99.15458,19.517295
49530,"2378748",2020-01-16,"ATROPELLADO",-99.263862,19.339606
49531,"2379333",2020-01-16,"ATROPELLADO",-99.029548,19.344258
49532,"2378674",2020-01-16,"CAIDA DE PASAJERO",-99.145894,19.493406
49533,"2378593",2020-01-16,"CHOQUE",-99.166319,19.37796
49534,"2379085",2020-01-16,"CHOQUE",-99.142019,19.426882
49535,"2378260",2020-01-16,"DERRAPADO",-99.198863,19.355786
49536,"2378474",2020-01-16,"DERRAPADO",-99.132452,19.277483
49537,"2378790",2020-01-16,"DERRAPADO",-99.131917,19.417764
49538,"2379729",2020-01-17,"ATROPELLADO",-99.151848,19.494693
49539,"2380036",2020-01-17,"CAIDA DE CICLISTA",-99.087398,19.423826
49540,"2379741",2020-01-17,"CAIDA DE PASAJERO",-99.146794,19.49357
49541,"2379648",2020-01-17,"CHOQUE",-99.168858,19.490869
49542,"2379728",2020-01-17,"CHOQUE",-99.004601,19.267798
49543,"2379756",2020-01-17,"CHOQUE",-99.13465,19.330051
49544,"2379774",2020-01-17,"CHOQUE",-99.076453,19.40896
49545,"2379799",2020-01-17,"CHOQUE",-99.083837,19.393717
49546,"2379922",2020-01-17,"CHOQUE",-99.198407,19.441094
49547,"2379930",2020-01-17,"CHOQUE",-99.092633,19.402002
49548,"2380048",2020-01-17,"CHOQUE",-98.999142,19.266903
49549,"2380126",2020-01-17,"CHOQUE",-99.148164,19.441646
49550,"2380167",2020-01-17,"CHOQUE",-99.238445,19.366882
49551,"2380335",2020-01-17,"CHOQUE",-99.095711,19.445631
49552,"2380408",2020-01-17,"CHOQUE",-99.001674,19.27732
49553,"2380539",2020-01-17,"CHOQUE",-99.076379,19.381942
49554,"2381161",2020-01-17,"CHOQUE",-99.049346,19.311319
49555,"2379526",2020-01-17,"DERRAPADO",-99.188541,19.478996
49556,"2379721",2020-01-17,"DERRAPADO",-99.074868,19.333701
49557,"2379866",2020-01-17,"DERRAPADO",-99.099204,19.396972
49558,"2380454",2020-01-17,"DERRAPADO",-99.130253,19.486888
49559,"2380584",2020-01-17,"DERRAPADO",-99.117444,19.443111
49560,"2380920",2020-01-17,"DERRAPADO",-99.12938,19.477855
49561,"2381556",2020-01-18,"CHOQUE",-99.040217,19.369643
49562,"2381685",2020-01-18,"CHOQUE",-99.098706,19.496751
49563,"2381872",2020-01-18,"CHOQUE",-99.113706,19.326418
49564,"2381950",2020-01-18,"CHOQUE",-99.105096,19.461413
49565,"2382422",2020-01-18,"CHOQUE",-99.261033,19.305779
49566,"2382623",2020-01-18,"CHOQUE",-99.179595,19.445092
49567,"2382772",2020-01-18,"CHOQUE",-99.087482,19.423866
49568,"2381205",2020-01-18,"DERRAPADO",-99.102788,19.371911
49569,"2381414",2020-01-18,"DERRAPADO",-99.162932,19.28148
49570,"2382304",2020-01-18,"DERRAPADO",-99.100956,19.411362
49571,"2382310",2020-01-18,"DERRAPADO",-99.102378,19.294501
49572,"2382511",2020-01-18,"DERRAPADO",-99.205803,19.340128
49573,"2382618",2020-01-18,"DERRAPADO",-99.230983,19.357742
49574,"2382730",2020-01-18,"DERRAPADO",-99.196933,19.429912
49575,"2383135",2020-01-19,"ATROPELLADO",-99.084141,19.306591
49576,"2382884",2020-01-19,"CHOQUE",-99.135586,19.377244
49577,"2382173",2020-01-19,"CHOQUE",-99.118836,19.435869
49578,"2383260",2020-01-19,"CHOQUE",-99.1452,19.348436
49579,"2384224",2020-01-19,"CHOQUE",-99.125674,19.447104
49580,"2384248",2020-01-19,"CHOQUE",-99.232401,19.279906
49581,"2384274",2020-01-19,"CHOQUE",-99.123493,19.450623
49582,"2384424",2020-01-19,"CHOQUE",-99.215013,19.281238
49583,"2382491",2020-01-19,"DERRAPADO",-99.174069,19.282007
49584,"2383617",2020-01-19,"DERRAPADO",-99.162691,19.386375
49585,"2382872",2020-01-19,"DERRAPADO",-99.189702,19.439531
49586,"2384111",2020-01-19,"DERRAPADO",-99.143552,19.341964
49587,"2384403",2020-01-19,"VOLCADURA",-99.264138,19.339458
49588,"2384700",2020-01-20,"ATROPELLADO",-99.152557,19.508095
49589,"2385130",2020-01-20,"ATROPELLADO",-99.151245,19.311716
49590,"2385226",2020-01-20,"ATROPELLADO",-99.114283,19.407667
49591,"2385260",2020-01-20,"ATROPELLADO",-99.154327,19.373555
49592,"2385348",2020-01-20,"ATROPELLADO",-99.145032,19.423711
49593,"2384501",2020-01-20,"CHOQUE",-99.247912,19.306677
49594,"2384573",2020-01-20,"CHOQUE",-98.993035,19.356541
49595,"2385450",2020-01-20,"CHOQUE",-99.142679,19.360055
49596,"2385811",2020-01-20,"CHOQUE",-99.133936,19.412515
49597,"2385965",2020-01-20,"CHOQUE",-99.112331,19.463954
49598,"2384591",2020-01-20,"DERRAPADO",-99.030652,19.359238
49599,"2384766",2020-01-20,"DERRAPADO",-99.106149,19.328736
49600,"2384870",2020-01-20,"DERRAPADO",-99.155515,19.328086
49601,"2385014",2020-01-20,"DERRAPADO",-99.160281,19.36369
49602,"2385458",2020-01-20,"DERRAPADO",-99.161336,19.265648
49603,"2387239",2020-01-21,"ATROPELLADO",-99.091422,19.462119
49604,"2387253",2020-01-21,"ATROPELLADO",-99.208172,19.398505
49605,"2387346",2020-01-21,"ATROPELLADO",-99.198707,19.511014
49606,"2386360",2020-01-21,"CHOQUE",-99.1398,19.357244
49607,"2386438",2020-01-21,"CHOQUE",-99.115915,19.450061
49608,"2386483",2020-01-21,"CHOQUE",-99.14095,19.442304
49609,"2386555",2020-01-21,"CHOQUE",-99.220909,19.321052
49610,"2386661",2020-01-21,"CHOQUE",-99.109479,19.477722
49611,"2386689",2020-01-21,"CHOQUE",-99.185067,19.348391
49612,"2387095",2020-01-21,"CHOQUE",-99.124607,19.35792
49613,"2387112",2020-01-21,"CHOQUE",-99.151661,19.463244
49614,"2387402",2020-01-21,"CHOQUE",-99.234522,19.364607
49615,"2387687",2020-01-21,"CHOQUE",-99.095881,19.484342
49616,"2387286",2020-01-21,"DERRAPADO",-99.216701,19.292419
49617,"2388191",2020-01-22,"ATROPELLADO",-99.138518,19.491073
49618,"2388706",2020-01-22,"ATROPELLADO",-99.226231,19.311914
49619,"2388992",2020-01-22,"ATROPELLADO",-99.208106,19.435586
49620,"2389043",2020-01-22,"ATROPELLADO",-99.097184,19.393078
49621,"2389084",2020-01-22,"ATROPELLADO",-99.106111,19.260193
49622,"2388681",2020-01-22,"CAIDA DE CICLISTA",-99.049466,19.333798
49623,"2388434",2020-01-22,"CAIDA DE PASAJERO",-99.206832,19.494327
49624,"2387784",2020-01-22,"CHOQUE",-99.053337,19.394755
49625,"2387955",2020-01-22,"CHOQUE",-99.110517,19.360632
49626,"2387991",2020-01-22,"CHOQUE",-99.140427,19.466802
49627,"2387999",2020-01-22,"CHOQUE",-98.963473,19.314226
49628,"2388017",2020-01-22,"CHOQUE",-99.093385,19.418653
49629,"2388030",2020-01-22,"CHOQUE",-99.098994,19.261848
49630,"2388166",2020-01-22,"CHOQUE",-99.164048,19.441579
49631,"2388501",2020-01-22,"CHOQUE",-99.142078,19.523644
49632,"2388865",2020-01-22,"CHOQUE",-99.171598,19.359711
49633,"2389231",2020-01-22,"CHOQUE",-99.009497,19.289179
49634,"2389402",2020-01-22,"CHOQUE",-99.14352,19.340587
49635,"2389405",2020-01-22,"CHOQUE",-99.177973,19.365084
49636,"2387932",2020-01-22,"DERRAPADO",-99.211261,19.341245
49637,"2389136",2020-01-22,"DERRAPADO",-98.993373,19.226363
49638,"2389336",2020-01-22,"DERRAPADO",-99.147764,19.450182
49639,"2390164",2020-01-23,"ATROPELLADO",-99.073419,19.372731
49640,"2390473",2020-01-23,"ATROPELLADO",-99.131733,19.423682
49641,"2390912",2020-01-23,"ATROPELLADO",-99.159365,19.431231
49642,"2389697",2020-01-23,"CHOQUE",-99.102764,19.363706
49643,"2390306",2020-01-23,"CHOQUE",-99.216301,19.423098
49644,"2390806",2020-01-23,"CHOQUE",-99.120496,19.476611
49645,"2390863",2020-01-23,"CHOQUE",-99.080206,19.437902
49646,"2391083",2020-01-23,"CHOQUE",-99.147948,19.45976
49647,"2391119",2020-01-23,"CHOQUE",-98.986397,19.345983
49648,"2389630",2020-01-23,"DERRAPADO",-99.205912,19.438453
49649,"2389809",2020-01-23,"DERRAPADO",-99.11818,19.357479
49650,"2390191",2020-01-23,"DERRAPADO",-99.087268,19.445506
49651,"2390398",2020-01-23,"DERRAPADO",-99.219729,19.47997
49652,"2390513",2020-01-23,"DERRAPADO",-99.047941,19.394399
49653,"2390971",2020-01-23,"DERRAPADO",-99.04901,19.362197
49654,"2392371",2020-01-24,"ATROPELLADO",-99.182446,19.429788
49655,"2392862",2020-01-24,"ATROPELLADO",-99.114101,19.233226
49656,"2391262",2020-01-24,"CHOQUE",-99.162169,19.290324
49657,"2391344",2020-01-24,"CHOQUE",-99.167131,19.441135
49658,"2391406",2020-01-24,"CHOQUE",-99.180802,19.413581
49659,"2391475",2020-01-24,"CHOQUE",-99.190771,19.505331
49660,"2391871",2020-01-24,"CHOQUE",-99.100332,19.493642
49661,"2392282",2020-01-24,"CHOQUE",-99.098144,19.429684
49662,"2392915",2020-01-24,"CHOQUE",-99.048073,19.324792
49663,"2391275",2020-01-24,"DERRAPADO",-99.228013,19.406586
49664,"2391859",2020-01-24,"DERRAPADO",-99.10136,19.470255
49665,"2392236",2020-01-24,"DERRAPADO",-99.178201,19.292772
49666,"2392993",2020-01-24,"DERRAPADO",-99.206527,19.341156
49667,"2391319",2020-01-24,"VOLCADURA",-99.029279,19.381831
49668,"2394306",2020-01-25,"ATROPELLADO",-99.161647,19.525031
49669,"2394326",2020-01-25,"ATROPELLADO",-99.081732,19.37451
49670,"2394988",2020-01-25,"ATROPELLADO",-99.000235,19.271031
49671,"2395885",2020-01-25,"ATROPELLADO",-99.240348,19.356052
49672,"2393408",2020-01-25,"CHOQUE",-99.057745,19.371493
49673,"2393520",2020-01-25,"CHOQUE",-99.247655,19.386039
49674,"2394547",2020-01-25,"CHOQUE",-99.147066,19.301346
49675,"2394791",2020-01-25,"CHOQUE",-99.028419,19.297645
49676,"2395359",2020-01-25,"CHOQUE",-99.107341,19.330596
49677,"2395533",2020-01-25,"CHOQUE",-99.163525,19.286738
49678,"2396371",2020-01-25,"CHOQUE",-99.177736,19.460891
49679,"2393801",2020-01-25,"DERRAPADO",-98.963462,19.31419
49680,"2394076",2020-01-25,"DERRAPADO",-99.101366,19.470246
49681,"2396586",2020-01-25,"DERRAPADO",-99.089862,19.41457
49682,"2396772",2020-01-26,"ATROPELLADO",-99.078218,19.490829
49683,"2399047",2020-01-26,"ATROPELLADO",-99.255048,19.30088
49684,"2399943",2020-01-26,"ATROPELLADO",-99.148897,19.342589
49685,"2399950",2020-01-26,"ATROPELLADO",-99.185589,19.405308
49686,"2396989",2020-01-26,"CHOQUE",-99.237537,19.287987
49687,"2397028",2020-01-26,"CHOQUE",-99.105584,19.356023
49688,"2398158",2020-01-26,"CHOQUE",-99.002509,19.361855
49689,"2396777",2020-01-26,"DERRAPADO",-99.075155,19.31824
49690,"2397652",2020-01-26,"DERRAPADO",-99.288076,19.361637
49691,"2398449",2020-01-26,"DERRAPADO",-99.247809,19.307084
49692,"2400075",2020-01-26,"DERRAPADO",-99.207911,19.372828
49693,"2401538",2020-01-27,"ATROPELLADO",-99.049852,19.254564
49694,"2401824",2020-01-27,"ATROPELLADO",-99.138775,19.461622
49695,"2400749",2020-01-27,"CHOQUE",-99.126455,19.453821
49696,"2400842",2020-01-27,"CHOQUE",-99.066039,19.296098
49697,"2400971",2020-01-27,"CHOQUE",-99.170563,19.399971
49698,"2400992",2020-01-27,"CHOQUE",-99.137816,19.323181
49699,"2401010",2020-01-27,"CHOQUE",-99.21099,19.435745
49700,"2401267",2020-01-27,"CHOQUE",-99.170177,19.345464
49701,"2401380",2020-01-27,"CHOQUE",-99.164678,19.390994
49702,"2401449",2020-01-27,"CHOQUE",-99.113252,19.359029
49703,"2402761",2020-01-27,"CHOQUE",-99.164693,19.406057
49704,"2402974",2020-01-27,"CHOQUE",-99.195302,19.447592
49705,"2401866",2020-01-27,"DERRAPADO",-99.161497,19.427124
49706,"2401963",2020-01-27,"DERRAPADO",-99.181142,19.364093
49707,"2403570",2020-01-28,"ATROPELLADO",-99.196494,19.372298
49708,"2404187",2020-01-28,"ATROPELLADO",-99.111482,19.356498
49709,"2403596",2020-01-28,"CHOQUE",-99.175592,19.426429
49710,"2404585",2020-01-28,"CHOQUE",-99.094222,19.446396
49711,"2405267",2020-01-28,"CHOQUE",-99.165338,19.436882
49712,"2403362",2020-01-28,"DERRAPADO",-99.079715,19.410632
49713,"2404347",2020-01-28,"DERRAPADO",-99.00847,19.295747
49714,"2406157",2020-01-29,"ATROPELLADO",-99.162054,19.487604
49715,"2408072",2020-01-29,"ATROPELLADO",-99.060437,19.347554
49716,"2407846",2020-01-29,"CAIDA DE PASAJERO",-99.174138,19.372613
49717,"2405798",2020-01-29,"CHOQUE",-99.170861,19.372034
49718,"2405929",2020-01-29,"CHOQUE",-99.112857,19.410335
49719,"2406224",2020-01-29,"CHOQUE",-99.133429,19.431956
49720,"2406241",2020-01-29,"CHOQUE",-99.142583,19.337578
49721,"2406320",2020-01-29,"CHOQUE",-99.170397,19.290112
49722,"2406420",2020-01-29,"CHOQUE",-99.178046,19.416453
49723,"2406707",2020-01-29,"CHOQUE",-99.1223,19.3694
49724,"2406892",2020-01-29,"CHOQUE",-99.070483,19.36394
49725,"2407036",2020-01-29,"CHOQUE",-99.189231,19.391117
49726,"2406465",2020-01-29,"DERRAPADO",-99.161627,19.369111
49727,"2407729",2020-01-29,"DERRAPADO",-99.148892,19.437197
49728,"2408250",2020-01-29,"DERRAPADO",-99.139064,19.42885
49729,"2407093",2020-01-29,"VOLCADURA",-99.184074,19.407664
49730,"2409588",2020-01-30,"ATROPELLADO",-99.0005,19.270259
49731,"2409863",2020-01-30,"ATROPELLADO",-99.086913,19.350085
49732,"2410213",2020-01-30,"ATROPELLADO",-99.17564,19.423305
49733,"2410674",2020-01-30,"ATROPELLADO",-99.12798,19.456978
49734,"2411069",2020-01-30,"ATROPELLADO",-99.123206,19.469085
49735,"2410623",2020-01-30,"CAIDA DE CICLISTA",-99.170202,19.42221
49736,"2410545",2020-01-30,"CHOQUE",-99.156139,19.343923
49737,"2410975",2020-01-30,"CHOQUE",-99.149524,19.459322
49738,"2410040",2020-01-30,"DERRAPADO",-99.1809,19.443326
49739,"2411849",2020-01-31,"ATROPELLADO",-99.186609,19.364386
49740,"2411325",2020-01-31,"CHOQUE",-99.064243,19.338318
49741,"2411774",2020-01-31,"CHOQUE",-99.249406,19.3157
49742,"2411792",2020-01-31,"CHOQUE",-99.045823,19.390482
49743,"C5/200201/02838",2020-02-01,"ATROPELLADO",-99.205945,19.447803
49744,"C5/200201/05911",2020-02-01,"ATROPELLADO",-99.09532,19.488452
49745,"CH/200201/09408",2020-02-01,"ATROPELLADO",-99.162832,19.427172
49746,"C5/200201/09679",2020-02-01,"ATROPELLADO",-99.184475,19.477744
49747,"C5/200201/09937",2020-02-01,"ATROPELLADO",-99.16757,19.409226
49748,"C5/200201/00517",2020-02-01,"CHOQUE",-99.13524,19.443619
49749,"AO/200201/00984",2020-02-01,"CHOQUE",-99.18764,19.347374
49750,"IZ/200201/01336",2020-02-01,"CHOQUE",-99.093654,19.356029
49751,"IZ/200201/02199",2020-02-01,"CHOQUE",-99.049014,19.342311
49752,"C5/200201/024439",2020-02-01,"CHOQUE",-99.09949,19.387983
49753,"C5/200201/04770",2020-02-01,"CHOQUE",-99.021275,19.298688
49754,"C5/200201/05279",2020-02-01,"CHOQUE",-99.14226,19.303669
49755,"BJ/200201/05441",2020-02-01,"CHOQUE",-99.167873,19.371373
49756,"C5/200201/05497",2020-02-01,"CHOQUE",-99.123789,19.33208
49757,"C5/200201/06962",2020-02-01,"CHOQUE",-99.149,19.42719
49758,"IZ/200201/10714",2020-02-01,"CHOQUE",-99.059263,19.352459
49759,"C5/200201/03655",2020-02-01,"DERRAPADO",-99.085177,19.468976
49760,"IZ/200201/04773",2020-02-01,"DERRAPADO",-99.02719,19.384991
49761,"C5/200201/08814",2020-02-01,"DERRAPADO",-99.030833,19.381964
49762,"C5/200202/00306",2020-02-02,"ATROPELLADO",-99.115967,19.339351
49763,"CH/200202/0073",2020-02-02,"ATROPELLADO",-99.131734,19.423686
49764,"12/200202/03091",2020-02-02,"ATROPELLADO",-99.096337,19.374929
49765,"C5/200202/04179",2020-02-02,"ATROPELLADO",-99.112367,19.365061
49766,"C5/200202/04402",2020-02-02,"ATROPELLADO",-98.99681,19.360589
49767,"C5/200202/04636",2020-02-02,"ATROPELLADO",-99.261558,19.32333
49768,"C5/200201/08997",2020-02-02,"ATROPELLADO",-99.075967,19.498707
49769,"C5/200202/00197",2020-02-02,"CHOQUE",-99.223213,19.323017
49770,"C5/200202/00754",2020-02-02,"CHOQUE",-99.226772,19.290218
49771,"C5/200202/02438",2020-02-02,"CHOQUE",-99.004626,19.363462
49772,"C5/200202/05692",2020-02-02,"CHOQUE",-99.139579,19.382632
49773,"C5/200202/06453",2020-02-02,"CHOQUE",-99.126935,19.459579
49774,"C5/200202/06962",2020-02-02,"CHOQUE",-99.14883,19.427263
49775,"C5/200202/09611",2020-02-02,"CHOQUE",-99.091623,19.450036
49776,"C5/200202/00428",2020-02-02,"DERRAPADO",-99.013837,19.286736
49777,"C5/200202/02262",2020-02-02,"DERRAPADO",-98.995326,19.33481
49778,"AO/200202/02944",2020-02-02,"DERRAPADO",-99.21059,19.375223
